STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,MN,,9.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,MN,,3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,MN,,21.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,MN,,2.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,MN,,0.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,MN,,7.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,MN,,19.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,MN,,13.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,WMN,,6.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,WMN,,2.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,WMN,,2.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,WMN,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,WL_EWLH,Employees working very long hours,L,Value,WMN,,2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,WMN,,2.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,WL_EWLH,Employees working very long hours,L,Value,WMN,,5.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,WMN,,1.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,WMN,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,WMN,,5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,WMN,,1.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,WMN,,2.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,WMN,,2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,WMN,,17.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,WMN,,8.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,WL_EWLH,Employees working very long hours,L,Value,WMN,,1.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,WMN,,3.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,WMN,,2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,WMN,,1.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,WL_EWLH,Employees working very long hours,L,Value,WMN,,20.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,WMN,,6.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,WL_EWLH,Employees working very long hours,L,Value,WMN,,6.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,WMN,,3.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,WMN,,5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,WMN,,1.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,WMN,,6.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,WMN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,WMN,,2.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,WMN,,10.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,WMN,,6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HO_BASE,Dwellings without basic facilities,L,Value,TOT,,12.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HO_BASE,Dwellings without basic facilities,L,Value,TOT,,11.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HO_HISH,Housing expenditure,L,Value,TOT,,18.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,,50,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,,62,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,,54,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_EMPL,Employment rate,L,Value,TOT,,58,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_EMPL,Employment rate,L,Value,TOT,,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_EMPL,Employment rate,L,Value,MN,,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_EMPL,Employment rate,L,Value,MN,,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_EMPL,Employment rate,L,Value,WMN,,45,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_EMPL,Employment rate,L,Value,WMN,,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,MN,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SC_SNTWS,Quality of support network,L,Value,TOT,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,TOT,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SC_SNTWS,Quality of support network,L,Value,MN,,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,MN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SC_SNTWS,Quality of support network,L,Value,WMN,,83,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,WMN,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SC_SNTWS,Quality of support network,L,Value,HGH,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,SC_SNTWS,Quality of support network,L,Value,LW,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,LW,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_EDUA,Educational attainment,L,Value,TOT,,59,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_EDUA,Educational attainment,L,Value,TOT,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_EDUA,Educational attainment,L,Value,MN,,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_EDUA,Educational attainment,L,Value,MN,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,ES_EDUA,Educational attainment,L,Value,WMN,,61,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,ES_EDUA,Educational attainment,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,EQ_WATER,Water quality,L,Value,TOT,,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,EQ_WATER,Water quality,L,Value,TOT,,83,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,EQ_WATER,Water quality,L,Value,MN,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,EQ_WATER,Water quality,L,Value,MN,,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,EQ_WATER,Water quality,L,Value,WMN,,83,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,EQ_WATER,Water quality,L,Value,WMN,,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,CG_VOTO,Voter turnout,L,Value,TOT,,53,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,CG_VOTO,Voter turnout,L,Value,TOT,,57,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,TOT,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,TOT,,46,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,MN,,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,MN,,52,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,WMN,,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,WMN,,42,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,HGH,,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,HGH,,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,LW,,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,LW,,26,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,TOT,,23.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,TOT,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,MN,,28.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,MN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,WMN,,17.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,WMN,,0.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HO_BASE,Dwellings without basic facilities,L,Value,TOT,,2.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HO_HISH,Housing expenditure,L,Value,TOT,,17,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,,59,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,,36,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,TOT,,55,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,MN,,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,WMN,,41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,TOT,,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,MN,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,WMN,,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,HGH,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,LW,,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_EDUA,Educational attainment,L,Value,TOT,,43,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_EDUA,Educational attainment,L,Value,MN,,41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_EDUA,Educational attainment,L,Value,WMN,,44,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,TOT,,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,MN,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,WMN,,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,CG_VOTO,Voter turnout,L,Value,TOT,,66,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HS_SFRH,Self-reported health,L,Value,TOT,,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HS_SFRH,Self-reported health,L,Value,MN,,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HS_SFRH,Self-reported health,L,Value,WMN,,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,TOT,,22,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,MN,,27.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,WMN,,12.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,,45,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.8,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.8,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,2.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,,1.7,,A,,AVSCORE,Average score,0,Units,,
